iter	MultiClass
1219	0.6526053496
1220	0.6524807889
1221	0.6523607103
1222	0.6508361859
1223	0.6507696246
1224	0.6506270203
1225	0.6504325495
1226	0.650354529
1227	0.6497786875
1228	0.6496305027
1229	0.6495663554
1230	0.6494663843
1231	0.6491062091
1232	0.6489029644
1233	0.6487410139
1234	0.6485793496
1235	0.6484574073
1236	0.6478911964
1237	0.6471354321
1238	0.6470104738
1239	0.6469143002
1240	0.6466500942
1241	0.6461587938
1242	0.6460309526
1243	0.6459452417
1244	0.6458642752
1245	0.6453989486
1246	0.6452488638
1247	0.6451701281
1248	0.6450544525
1249	0.6449613647
1250	0.6444025993
1251	0.6440883817
1252	0.6429469299
1253	0.6419166086
1254	0.6417768334
1255	0.6416847707
1256	0.6413636079
1257	0.6412832984
1258	0.6411537229
1259	0.6410732631
1260	0.6409908077
1261	0.6408796486
1262	0.64077324
1263	0.6405470598
1264	0.6400923896
1265	0.6399859522
1266	0.6399071542
1267	0.639483395
1268	0.6385466521
1269	0.6384148521
1270	0.6378259179
1271	0.6377478828
1272	0.637653691
1273	0.6369854359
1274	0.6368923992
1275	0.6368002852
1276	0.636714803
1277	0.6365818144
1278	0.6364698949
1279	0.636360606
1280	0.6362597368
1281	0.6354216087
1282	0.6345650987
1283	0.6344630769
1284	0.6343534123
1285	0.6340417443
1286	0.6333497008
1287	0.6332320749
1288	0.6328117868
1289	0.632391302
1290	0.6323177735
1291	0.6322134291
1292	0.6310454332
1293	0.6304004356
1294	0.6303012583
1295	0.6301988297
1296	0.6300781653
1297	0.6300119479
1298	0.6299173313
1299	0.6298225509
1300	0.6296075083
1301	0.6294673235
1302	0.6293761895
1303	0.6292910023
1304	0.6291856933
1305	0.6290445673
1306	0.628906144
1307	0.6285589266
1308	0.6284328855
1309	0.6283378618
1310	0.6278275138
1311	0.6276358754
1312	0.6270654384
1313	0.6269376577
1314	0.6268485775
1315	0.6267518647
1316	0.6266190516
1317	0.626498181
1318	0.6262612382
1319	0.6260066537
1320	0.6258186103
1321	0.6257416336
1322	0.6256279928
1323	0.6253286276
1324	0.6248030038
1325	0.6247233128
1326	0.62439139
1327	0.62429522
1328	0.624211204
1329	0.6241154337
1330	0.6239541648
1331	0.6238317787
1332	0.6236886173
1333	0.6235720524
1334	0.6228353418
1335	0.6227411519
1336	0.622647943
1337	0.622514772
1338	0.6224391381
1339	0.6223144764
1340	0.6222193779
1341	0.6217478325
1342	0.6213018146
1343	0.6212109684
1344	0.6211347255
1345	0.6207290778
1346	0.6206511133
1347	0.6205693206
1348	0.6204296462
1349	0.6203391397
1350	0.6202561275
1351	0.6201618299
1352	0.6200874263
1353	0.6199999057
1354	0.6198963194
1355	0.6189492249
1356	0.6188539165
1357	0.6183056282
1358	0.6182100094
1359	0.6177461583
1360	0.6175421438
1361	0.6174460829
1362	0.6173501983
1363	0.6172180625
1364	0.6171026835
1365	0.6168023098
1366	0.6167115576
1367	0.6165965297
1368	0.6165235254
1369	0.6164468793
1370	0.6160145428
1371	0.6158634849
1372	0.6156725982
1373	0.6155203979
1374	0.6154481851
1375	0.615258681
1376	0.6151867398
1377	0.6150643086
1378	0.6149741301
1379	0.6148691152
1380	0.6135616758
1381	0.613466585
1382	0.6133490789
1383	0.6132677847
1384	0.6118113023
1385	0.6117258972
1386	0.6116250437
1387	0.6115298856
1388	0.6114617199
1389	0.6113549081
1390	0.6110292609
1391	0.6109244882
1392	0.6107276953
1393	0.6106295426
1394	0.6101839061
1395	0.6098995664
1396	0.6092088584
1397	0.608887039
1398	0.6086200211
1399	0.6082691732
1400	0.6078685129
1401	0.607689177
1402	0.6075853048
1403	0.607514651
1404	0.6074209439
1405	0.6073383286
1406	0.6071774064
1407	0.6069941013
1408	0.6069122823
1409	0.606847709
1410	0.6064357847
1411	0.6063505033
1412	0.6062784469
1413	0.6061953543
1414	0.6060328526
1415	0.604832723
1416	0.604700366
1417	0.604555715
1418	0.6044745085
1419	0.6043764832
1420	0.6043178555
1421	0.6042256091
1422	0.6041036447
1423	0.6039404115
1424	0.6037957092
1425	0.6037135161
1426	0.6036735556
1427	0.6035676917
1428	0.6034842645
1429	0.6031603755
1430	0.6030864655
1431	0.6029977059
1432	0.6028756167
1433	0.6027879784
1434	0.6023799172
1435	0.6022931061
1436	0.6022116067
1437	0.6021045023
1438	0.6020396735
1439	0.6019438168
1440	0.601249628
1441	0.6011657694
1442	0.600962572
1443	0.6008787289
1444	0.6008055371
1445	0.600735126
1446	0.6005098523
1447	0.6003989799
1448	0.6003197349
1449	0.6002546661
1450	0.5998264806
1451	0.5997501626
1452	0.5996429919
1453	0.5993722655
1454	0.5992919671
1455	0.5991862082
1456	0.5987990722
1457	0.5987055657
1458	0.598627838
1459	0.5979948496
1460	0.5977850934
1461	0.5977005709
1462	0.5976063183
1463	0.5975176582
1464	0.597441757
1465	0.5973364773
1466	0.5972544315
1467	0.5971720106
1468	0.5971086246
1469	0.5970092408
1470	0.5969436236
1471	0.5968791598
1472	0.5968213128
1473	0.59592977
1474	0.5955142254
1475	0.595213582
1476	0.5950864368
1477	0.5950043065
1478	0.5946369398
1479	0.5944970058
1480	0.5943758028
1481	0.5943118813
1482	0.5942434542
1483	0.5941734056
1484	0.5941059859
1485	0.5939774713
1486	0.5938875267
1487	0.5935557562
1488	0.5922885074
1489	0.5921838767
1490	0.5920878623
1491	0.592008153
1492	0.5919432944
1493	0.5912385221
1494	0.5911556952
1495	0.5906854994
1496	0.5901170134
1497	0.5900280646
1498	0.5894030427
1499	0.5893069976
1500	0.5892075538
1501	0.5891451447
1502	0.5890279605
1503	0.5886818546
1504	0.5883170402
1505	0.5882203383
1506	0.5881474917
1507	0.5879668256
1508	0.5878855469
1509	0.5878248797
1510	0.587529484
1511	0.5874629037
1512	0.5873982055
1513	0.5873404664
1514	0.586403352
1515	0.5863332654
1516	0.5862449628
1517	0.5861488521
1518	0.5854478179
1519	0.5853662796
1520	0.5848280528
1521	0.5847342361
1522	0.5846502046
1523	0.5845960212
1524	0.5840238692
1525	0.5839471723
1526	0.5838672816
1527	0.5837793069
1528	0.5836252853
1529	0.5835604602
1530	0.5834541608
1531	0.5833483319
1532	0.5832691286
1533	0.5831659173
